ts,profile,equity
1775658359909,ideal,-0.0270129023388
1775658359909,good,-0.0269993931858
1775658359909,realistic,-0.026977778541
1775658359909,bad,-0.026923741929
1775658360042,ideal,-0.0549905511897
1775658360042,good,-0.05496305041395
1775658360042,realistic,-0.05491904917275
1775658360042,bad,-0.05480904606975
1775658360393,ideal,-0.5743457568702
1775658360393,good,-0.5740585265457
1775658360393,realistic,-0.5735989580265
1775658360393,bad,-0.5724500367285
1775658360857,ideal,-8.3614580203707
1775658360857,good,-8.35727645504745
1775658360857,realistic,-8.35058595053025
1775658360857,bad,-8.33385968923725
1775658360857,ideal,-8.72347865526
1775658360857,good,-8.71911604341
1775658360857,realistic,-8.71213586445
1775658360857,bad,-8.69468541705
1775658360857,ideal,-8.9072444577474
1775658360857,good,-8.9027899446159
1775658360857,realistic,-8.8956627236055
1775658360857,bad,-8.8778446710795
1775658360857,ideal,-8.9161622093403
1775658360857,good,-8.91170323644105
1775658360857,realistic,-8.90456887980225
1775658360857,bad,-8.88673298820525
1775658360857,ideal,-8.9250799609332
1775658360857,good,-8.9206165282662
1775658360857,realistic,-8.913475035999
1775658360857,bad,-8.895621305331
1775658360857,ideal,-8.9339977125261
1775658360857,good,-8.92952982009135
1775658360857,realistic,-8.92238119219575
1775658360857,bad,-8.90450962245675
1775658360857,ideal,-9.1041363889839
1775658360857,good,-9.09958341019365
1775658360857,realistic,-9.09229864412925
1775658360857,bad,-9.07408672896825
1775658360857,ideal,-9.3153568424427
1775658360857,good,-9.31069823229945
1775658360857,realistic,-9.30324445607025
1775658360857,bad,-9.28461001549725
1775658360857,ideal,-9.3242745940356
1775658360857,good,-9.3196115241246
1775658360857,realistic,-9.312150612267
1775658360857,bad,-9.293498332623
1775658360857,ideal,-9.3331923456285
1775658360857,good,-9.32852481594975
1775658360857,realistic,-9.32105676846375
1775658360857,bad,-9.30238664974875
1775658360857,ideal,-9.3421100972214
1775658360857,good,-9.3374381077749
1775658360857,realistic,-9.3299629246605
1775658360857,bad,-9.3112749668745
1775658360857,ideal,-9.3510278488143
1775658360857,good,-9.34635139960005
1775658360857,realistic,-9.33886908085725
1775658360857,bad,-9.32016328400025
1775658360857,ideal,-9.3599456004072
1775658360857,good,-9.3552646914252
1775658360857,realistic,-9.347775237054
1775658360857,bad,-9.329051601126
1775658360857,ideal,-9.7606432253511
1775658360857,good,-9.75576192747885
1775658360857,realistic,-9.74795185088325
1775658360857,bad,-9.72842665939425
1775658360857,ideal,-9.769560976944
1775658360857,good,-9.764675219304
1775658360857,realistic,-9.75685800708
1775658360857,bad,-9.73731497652
1775658360923,ideal,-9.7784787285369
1775658360923,good,-9.77358851112915
1775658360923,realistic,-9.76576416327675
1775658360923,bad,-9.74620329364575
1775658360923,ideal,-9.7873964801298
1775658360923,good,-9.7825018029543
1775658360923,realistic,-9.7746703194735
1775658360923,bad,-9.7550916107715
1775658366715,ideal,-10.8672460185195
1775658366715,good,-10.86181130856825
1775658366715,realistic,-10.85311577264625
1775658366715,bad,-10.83137693284125
1775658408647,ideal,-10.9121331343005
1775658408647,good,-10.90667597630175
1775658408647,realistic,-10.89794452350375
1775658408647,bad,-10.87611589150875
1775658408986,ideal,-16.2290333355417
1775658408986,good,-16.22091719564595
1775658408986,realistic,-16.20793137181275
1775658408986,bad,-16.17546681222975
1775658416004,ideal,-19.0581514137387
1775658416004,good,-19.04862043183545
1775658416004,realistic,-19.03337086079025
1775658416004,bad,-18.99524693317725
1775658416004,ideal,-19.2678295847157
1775658416004,good,-19.25819374275495
1775658416004,realistic,-19.24277639561775
1775658416004,bad,-19.20423302777475
1775658416137,ideal,-21.1038970877577
1775658416137,good,-21.09334302840195
1775658416137,realistic,-21.07645653343275
1775658416137,bad,-21.03424029600975
1775658416137,ideal,-21.2471669230587
1775658416137,good,-21.23654121445545
1775658416137,realistic,-21.21954008069025
1775658416137,bad,-21.17703724627725
1775658441778,ideal,-21.2585367111462
1775658441778,good,-21.2479053165117
1775658441778,realistic,-21.2308950850965
1775658441778,bad,-21.1883695065585
1775658442501,ideal,-21.2991647539122
1775658442501,good,-21.2885130411927
1775658442501,realistic,-21.2714703008415
1775658442501,bad,-21.2288634499635
1775658480666,ideal,-21.3762327172362
1775658480666,good,-21.3655424628267
1775658480666,realistic,-21.3484380557715
1775658480666,bad,-21.3056770381335
1775658480927,ideal,-21.6202228829415
1775658480927,good,-21.60941060904525
1775658480927,realistic,-21.59211097081125
1775658480927,bad,-21.54886187522625
1775697797045,ideal,-19.8735581020735
1775697797045,good,-19.92609472600725
1775697797045,realistic,-20.01015332430125
1775697797045,bad,-20.22029982003625
1775697797128,ideal,34.3102131852785
1775697797128,good,32.29251287972475
1775697797128,realistic,29.06419239083875
1775697797128,bad,20.99339116862375
