ts,profile,equity
1775658102057,ideal,-0.0179428783581
1775658102057,good,-0.01795184800335
1775658102057,realistic,-0.01796619943575
1775658102057,bad,-0.01800207801675
1775658106051,ideal,-0.0424090146069
1775658106051,good,-0.04243021487415
1775658106051,realistic,-0.04246413530175
1775658106051,bad,-0.04254893637075
1775658106991,ideal,-0.0948507738615
1775658106991,good,-0.09489818976525
1775658106991,realistic,-0.09497405521125
1775658106991,bad,-0.09516371882625
1775658108060,ideal,-0.1122979365963
1775658108060,good,-0.11235407433705
1775658108060,realistic,-0.11244389472225
1775658108060,bad,-0.11266844568525
1775658118373,ideal,-0.3767892202755
1775658118373,good,-0.37697757721425
1775658118373,realistic,-0.37727894831625
1775658118373,bad,-0.37803237607125
1775658152397,ideal,-0.6346477616715
1775658152397,good,-0.63496502210025
1775658152397,realistic,-0.63547263878625
1775658152397,bad,-0.63674168050125
1775658152397,ideal,-0.8925063030675
1775658152397,good,-0.89295246698625
1775658152397,realistic,-0.89366632925625
1775658152397,bad,-0.89545098493125
