ts,profile,equity
1775658649894,ideal,-0.0387949314348
1775658649894,good,-0.0388143250218
1775658649894,realistic,-0.038845354761
1775658649894,bad,-0.038922929109
1775658952009,ideal,-0.0746742248586
1775658952009,good,-0.0747115545051
1775658952009,realistic,-0.0747712819395
1775658952009,bad,-0.0749206005255
1775658952009,ideal,-0.1859725790784
1775658952009,good,-0.1860655467744
1775658952009,realistic,-0.186214295088
1775658952009,bad,-0.186586165872
1775659562021,ideal,-0.2040798438072
1775659562021,good,-0.2041818633252
1775659562021,realistic,-0.204345094554
1775659562021,bad,-0.204753172626
1775659562220,ideal,-0.2885223764367
1775659562220,good,-0.28866660877845
1775659562220,realistic,-0.28889738052525
1775659562220,bad,-0.28947430989225
1775660153000,ideal,-0.4479282312327
1775660153000,good,-0.44815215056445
1775660153000,realistic,-0.44851042149525
1775660153000,bad,-0.44940609882225
1775660493905,ideal,-0.5052562395417
1775660493905,good,-0.50550881714595
1775660493905,realistic,-0.50591294131275
1775660493905,bad,-0.50692325172975
1775660758634,ideal,-0.5637838547241
1775660758634,good,-0.56406569028435
1775660758634,realistic,-0.56451662718075
1775660758634,bad,-0.56564396942175
1775661097377,ideal,-0.66319456239
1775661097377,good,-0.663526093365
1775661097377,realistic,-0.664056542925
1775661097377,bad,-0.665382666825
1775661347062,ideal,-0.7418996582616
1775661347062,good,-0.7422705339156
1775661347062,realistic,-0.742863934962
1775661347062,bad,-0.744347437578
1775661349207,ideal,-0.7495612162668
1775661349207,good,-0.7499359219338
1775661349207,realistic,-0.750535451001
1775661349207,bad,-0.752034273669
1775661694122,ideal,-0.7877145939165
1775661694122,good,-0.78810837245775
1775661694122,realistic,-0.78873841812375
1775661694122,bad,-0.79031353228875
1775661958667,ideal,-0.7839615012265218294299602354
1775661958667,good,-0.8640297706422519443216968564
1775661958667,realistic,-0.9921390017074201281484754706
1775661958667,bad,-1.312412079370340587715422016
1775662254545,ideal,-1.100925848797646177640300512
1775662254545,good,-1.471679321290546420680512565
1775662254545,realistic,-2.064884877279186809544851946
1775662254545,bad,-3.547898767250787781705700445
1775662553973,ideal,0.176203631568783517454706074
1775662553973,good,-0.7919596175246134114007953292
1775662553973,realistic,-2.341020816074048497569597825
1775662553973,bad,-6.213673812447636212991604189
1775662871825,ideal,0.1597219590261125055236411087
1775662871825,good,-0.911698037511566902342023779
1775662871825,realistic,-2.625970031971853954927087877
1775662871825,bad,-6.911650018122571586389748259
1775662872027,ideal,0.1362648969803634997790542667
1775662872027,good,-1.082112268204609323906318951
1775662872027,realistic,-3.031515732500565841802916415
1775662872027,bad,-7.905024393240457136544410231
1775662874230,ideal,0.1350920438780760494918249246
1775662874230,good,-1.09063297973926144498453371
1775662874230,realistic,-3.051793017527001436146707842
1775662874230,bad,-7.95469311199635141405214333
1775662874230,ideal,0.1102769413980994697304462128
1775662874230,good,-1.270913297472427375165709129
1775662874230,realistic,-3.480817679665270326999558032
1775662874230,bad,-9.005578635147377706584180469
1775663172924,ideal,-0.6962789198651000000000001235
1775663172924,good,-2.447195370777849999999999865
1775663172924,realistic,-5.248661692238249999999999903
1775663172924,bad,-12.25232749588925000000000022
1775663491512,ideal,-1.005525008275100000000000124
1775663491512,good,-2.756286805212849999999999865
1775663491512,realistic,-5.557505680313249999999999903
1775663491512,bad,-12.56055286806425000000000022
1775663758046,ideal,-1.407708631959800000000000124
1775663758046,good,-3.158269296859299999999999865
1775663758046,realistic,-5.959166360698499999999999903
1775663758046,bad,-12.96140902029650000000000022
1775664052043,ideal,-1.416807071907800000000000124
1775664052043,good,-3.167363186677299999999999865
1775664052043,realistic,-5.968252970308499999999999903
1775664052043,bad,-12.97047742938650000000000022
1775664054741,ideal,-1.484345491521800000000000124
1775664054741,good,-3.234867830326299999999999865
1775664054741,realistic,-6.035703572413499999999999903
1775664054741,bad,-13.03779292763150000000000022
1775664055006,ideal,-1.489419621492800000000000124
1775664055006,good,-3.239939422724799999999999865
1775664055006,realistic,-6.040771104695999999999999903
1775664055006,bad,-13.04285030962400000000000022
1775664056012,ideal,-1.503942131409800000000000124
1775664056012,good,-3.254454669934299999999999865
1775664056012,realistic,-6.055274731573499999999999903
1775664056012,bad,-13.05732488567150000000000022
1775664057015,ideal,-1.513040571357800000000000124
1775664057015,good,-3.263548559752299999999999865
1775664057015,realistic,-6.064361341183499999999999903
1775664057015,bad,-13.06639329476150000000000022
1775664057015,ideal,-1.518114701328800000000000124
1775664057015,good,-3.268620152150799999999999865
1775664057015,realistic,-6.069428873465999999999999903
1775664057015,bad,-13.07145067675400000000000022
1775664057887,ideal,-1.780919639826800000000000124
1775664057887,good,-3.531293661893799999999999865
1775664057887,realistic,-6.331892097200999999999999903
1775664057887,bad,-13.33338818546900000000000022
1775664348044,ideal,-1.804565492210300000000000124
1775664348044,good,-3.554927688986049999999999865
1775664348044,realistic,-6.355507203827249999999999903
1775664348044,bad,-13.35695599093025000000000022
1775664348178,ideal,-2.194809633769100000000000124
1775664348178,good,-3.944976669441849999999999865
1775664348178,realistic,-6.745243926518249999999999903
1775664348178,bad,-13.74591206920925000000000022
