ts,profile,equity
1775660814437,ideal,-0.009728425296
1775660814437,good,-0.009733288536
1775660814437,realistic,-0.00974106972
1775660814437,bad,-0.00976052268
1775660814437,ideal,-0.766721518641
1775660814437,good,-0.7671048027435
1775660814437,realistic,-0.7677180573075
1775660814437,bad,-0.7692511937175
1775661173043,ideal,-0.949156498341
1775661173043,good,-0.9496309816935
1775661173043,realistic,-0.9503901550575
1775661173043,bad,-0.9522880884675
1775661173043,ideal,-1.312202107944
1775661173043,good,-1.312858077804
1775661173043,realistic,-1.31390762958
1775661173043,bad,-1.31653150902
