ts,profile,equity
1775677996240,ideal,-1.4444944871292
1775677996240,good,-1.4452165899522
1775677996240,realistic,-1.446371954469
1775677996240,bad,-1.449260365761
1775677996240,ideal,-2.2104632302452
1775677996240,good,-2.2115682408582
1775677996240,realistic,-2.213336257839
1775677996240,bad,-2.217756300291
1775677996709,ideal,-2.3448973716972
1775677996709,good,-2.3460695859402
1775677996709,realistic,-2.347945128729
1775677996709,bad,-2.352633985701
1775677997178,ideal,-2.4459778637532
1775677997178,good,-2.4472006081362
1775677997178,realistic,-2.449156999149
1775677997178,bad,-2.454047976681
1775677997314,ideal,-2.6493040408572
1775677997314,good,-2.6506284280002
1775677997314,realistic,-2.652747447429
1775677997314,bad,-2.658044996001
1775677997981,ideal,-4.9520166912972
1775677997981,good,-4.9544922045402
1775677997981,realistic,-4.958453025729
1775677997981,bad,-4.968355078701
1775677998857,ideal,-6.087618660276
1775677998857,good,-6.090661860966
1775677998857,realistic,-6.09553098207
1775677998857,bad,-6.10770378483
1775677998857,ideal,-6.5390371729254
1775677998857,good,-6.5423060377389
1775677998857,realistic,-6.5475362214405
1775677998857,bad,-6.5606116806945
1775677998857,ideal,-6.6749137087986
1775677998857,good,-6.6782504982951
1775677998857,realistic,-6.6835893614895
1775677998857,bad,-6.6969365194755
1775677998857,ideal,-8.51419319814
1775677998857,good,-8.51844944349
1775677998857,realistic,-8.52525943605
1775677998857,bad,-8.54228441745
1775678000064,ideal,-12.0592494336132
1775678000064,good,-12.0652778526462
1775678000064,realistic,-12.074923323099
1775678000064,bad,-12.099036999231
1775678003826,ideal,-12.1307405049684
1775678003826,good,-12.1368046623894
1775678003826,realistic,-12.146507314263
1775678003826,bad,-12.170763943947
1775678005164,ideal,-15.8017797355023
1775678005164,good,-15.80967904550805
1775678005164,realistic,-15.82231794151725
1775678005164,bad,-15.85391518154025
1775678090282,ideal,-16.0038672019137
1775678090282,good,-16.01186753544795
1775678090282,realistic,-16.02466806910275
1775678090282,bad,-16.05666940323975
1775678090282,ideal,-19.5269157017199
1775678090282,good,-19.53667720726965
1775678090282,realistic,-19.55229561614925
1775678090282,bad,-19.59134163834825
1775678091503,ideal,-20.6950048293312
1775678091503,good,-20.7053502626592
1775678091503,realistic,-20.721902955984
1775678091503,bad,-20.763284689296
1775678091503,ideal,-20.8296673914582
1775678091503,good,-20.8400801426037
1775678091503,realistic,-20.8567405444365
1775678091503,bad,-20.8983915490185
1775678091503,ideal,-21.9977565190695
1775678091503,good,-22.00875319799325
1775678091503,realistic,-22.02634788427125
1775678091503,bad,-22.07033459996625
1775678091576,ideal,-23.3061553485099
1775678091576,good,-23.31780609603465
1775678091576,realistic,-23.33644729207425
1775678091576,bad,-23.38305028217325
1775678111864,ideal,-23.8703469127596
1775678111864,good,-23.8822796996586
1775678111864,realistic,-23.901372158697
1775678111864,bad,-23.949103306293
1775679521028,ideal,-24.0174329985945
1775679521028,good,-24.02943931383075
1775679521028,realistic,-24.04864941820875
1775679521028,bad,-24.09667467915375
1775679532614,ideal,-24.8983586119872
1775679532614,good,-24.9108053019552
1775679532614,realistic,-24.930720005904
1775679532614,bad,-24.980506765776
